domain,judge_flag,keywords,http30x,alexa,locate,registrar,email_suffix
icbcic.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5
cmaeas.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5,0.6001583531274742
6997789.com,1,0.7,0.5,11.500959692898272,0.8159406414552417,0.5,0.6001583531274742
js5011826.com,2,0.6,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
130234.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
bomiqinzi.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.4428341384863124,0.5230769230769231
606tk.com,2,0.7,0.5,11.500959692898272,0.5528488852188275,0.6839080459770115,0.6001583531274742
fajhd.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
hdsycdd.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.6001583531274742
dfhjsrtdfgsf.tk,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
yunrao.net,4,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.5230769230769231
aw-95588.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
95533-zw.info,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
icxcd.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.6001583531274742
dfgaergdfsd.cf,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
dfgaergdfsd.gq,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
ghyfcg.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5647249190938511
gsyhwj.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.42452830188679247
95588lim.cc,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5997782705099778,0.6001583531274742
95588-xpk.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
speech-right.ru,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
dt86.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.6001583531274742
95588hsk.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6001583531274742
jingsh.com,4,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.5
icbscc.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.5
2888ka.com,1,0.5,0.5,11.500959692898272,0.8159406414552417,0.5,0.6001583531274742
weixiaokai.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.4428341384863124,0.5
kixycvbixcos.top,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.7802912922218779,0.5
cxzai.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5769230769230769,0.5543766578249337
sycsd.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6001583531274742
penjing8.com,1,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.5543766578249337
95533td.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.25210084033613445,0.5543766578249337
icbcj-xyk.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
hnwbls.com,2,0.7,0.5,11.500959692898272,0.8159406414552417,0.5769230769230769,0.6335697399527187
333.net,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
ccbsic.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.42452830188679247
nxez.com,4,0.5,0.5,0.08976833976833977,0.5528488852188275,0.5,0.5
001kj.com,2,0.6,0.5,11.500959692898272,0.8159406414552417,0.7992125984251969,0.6335697399527187
forexchinese.com,1,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.5
pyhc88.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5,0.5647249190938511
jgfdgn.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
ccdir.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.5647249190938511
ccdbr.cc,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
aswetalk.net,4,0.5,0.5,0.08976833976833977,0.5528488852188275,0.7802912922218779,0.5
131.cc,1,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
cbnsxt.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.43283582089552236,0.5647249190938511
icbtsm.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.6839080459770115,0.6335697399527187
10086xgqk.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.7992125984251969,0.6335697399527187
ccxcxx.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.5647249190938511
jsxag.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
ccbboap.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.6794117647058824,0.6001583531274742
icbcqe-xyk.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
cbantf.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.6001583531274742
ccbrui.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.5647249190938511
cccbefc.com,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
ccsdzz.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.5647249190938511
cbstte.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.42696629213483145
064666.com,2,0.7,0.5,11.500959692898272,0.8159406414552417,0.5769230769230769,0.5543766578249337
zglh.gov.cn,1,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.5647249190938511
cctse.cc,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.563412759415834,0.6001583531274742
cboksk.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.43283582089552236,0.5647249190938511
ccuanx.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6001583531274742
zkjie.com,4,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.6001583531274742
95588cii.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.6001583531274742
huafeinz.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.42696629213483145
95588cci.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.6001583531274742
icbcxar.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.5647249190938511
1688.com,1,0.5,0.5,0.08976833976833977,0.8159406414552417,0.5,0.5
gbvxc.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
championfirearms.com,2,0.5,0.5,0.08976833976833977,0.5528488852188275,0.7802912922218779,0.5
qakby.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.6794117647058824,0.6335697399527187
esouv.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
cecbtp.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.42696629213483145
ccb-kd.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.6794117647058824,0.5
eva.hk,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.5
59zzz.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.7992125984251969,0.5
ccbrci.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5
adug.cn,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.208955223880597,0.6001583531274742
ccbjir.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5
95533eifccb.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.6839080459770115,0.5647249190938511
ccbtrx.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.6794117647058824,0.6001583531274742
reg007.com,1,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.5230769230769231
cmcea.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.625,0.42452830188679247
9gyt.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.4428341384863124,0.5647249190938511
pay-icbc.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5647249190938511
boc-cm.com,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
gzstv.com,1,0.5,0.5,11.500959692898272,0.8159406414552417,0.4428341384863124,0.5
colorwork.cc,1,0.6,0.5,11.500959692898272,0.8159406414552417,0.5769230769230769,0.5
xqcwdq.cn,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.6001583531274742
bangshouxiaodai.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.6001583531274742
cbcgrb.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.6001583531274742
cdsff.cc,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.5997782705099778,0.5
95533ebc.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6001583531274742
wzp-ccbi.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
jdzlsc.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.4428341384863124,0.5230769230769231
rippletek.com,4,0.5,0.5,0.08976833976833977,0.8159406414552417,0.563412759415834,0.5
gameworldone.science,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5,0.6001583531274742
cbbzasd.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.6001583531274742
cbnkkq.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.42696629213483145
avccd.cc,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
tywx.com,1,0.5,0.5,0.08976833976833977,0.5528488852188275,0.7802912922218779,0.5
ccbrixc.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
pk1906.com,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
68js.cc,4,0.6,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
ceswud.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.43283582089552236,0.6001583531274742
wap-95588c.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5647249190938511
ccvbzv.cc,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.6839080459770115,0.6001583531274742
bcash-ddt.net,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.5
1888bet.com,4,0.6,0.5,11.500959692898272,0.5528488852188275,0.5,0.5
shzhsy.cn,4,0.5,0.5,0.08976833976833977,0.5528488852188275,0.5,0.5692307692307692
ccbgan.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6001583531274742
ccbkha.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.6794117647058824,0.6001583531274742
mzdchina.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.4428341384863124,0.5
36307.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.7992125984251969,0.6001583531274742
ciliqikytec.eu,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
hongkang-life.com,1,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.5230769230769231
mj-95588.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
xrtty.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
l0086dus.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.6794117647058824,0.6001583531274742
icbc-kx.com,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
icbna.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.5543766578249337
icabjk.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.6001583531274742
615113.com,2,0.6,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
cbexgf.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.6001583531274742
nongyenabc.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
cvkuqn.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5412371134020618,0.5647249190938511
3gcare.com,1,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6335697399527187
95533jss.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.5647249190938511
miaosugouwu.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
cdcsxz.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.5647249190938511
ydhexpress.com,1,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.4927536231884058
ccbkkr.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6001583531274742
ccbyrf.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5,0.5
2jjxx.com,2,0.6,0.5,11.500959692898272,0.8159406414552417,0.5,0.5
gfyhwz.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.6794117647058824,0.5
icn-95588.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.6839080459770115,0.5647249190938511
icbccxc.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.42696629213483145
ealover.com,1,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.5230769230769231
jfght10086.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.7992125984251969,0.6335697399527187
sxjinglong.cn,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.6001583531274742
ykffm.cn,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
icbciqb.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
7eidc.com,1,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.6001583531274742
ccahzc.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
95588fdo.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5997782705099778,0.6001583531274742
ccbrrn.cc,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5997782705099778,0.6001583531274742
icbcci-xyk.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
l0086eew.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.6794117647058824,0.6001583531274742
ccbcnar.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.42452830188679247
sygwpt.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
ccrbiz.com,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
cczlb.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5377643504531722,0.6001583531274742
advantech.com.cn,1,0.5,0.5,0.08976833976833977,0.5528488852188275,0.5,0.5
yunuf.cn,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.5543766578249337
cbsrw.cn,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5,0.6001583531274742
hswday.com,1,0.5,0.5,11.500959692898272,0.8159406414552417,0.25210084033613445,0.6001583531274742
ccvxt.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
chkpqa.cc,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.5997782705099778,0.6001583531274742
ccbfkh.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.5,0.5
zxmeng.com,4,0.5,0.5,0.08976833976833977,0.8159406414552417,0.4428341384863124,0.5647249190938511
gshtwi.com,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5647249190938511
cdcvb.cc,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
95533cob.cc,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.5997782705099778,0.5647249190938511
32uuu.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
ccbwwn.cc,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.5997782705099778,0.6001583531274742
518zhuc.com,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.7802912922218779,0.5
7387727.com,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
wld-ccbl.cc,4,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.6001583531274742
gthrsearsgsf.gq,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
gthrsearsgsf.ml,4,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
gthrsearsgsf.tk,2,0.5,0.5,11.500959692898272,0.5528488852188275,0.7802912922218779,0.5
psy-ccbl.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.563412759415834,0.5647249190938511
icbczfq.cc,2,0.5,0.5,11.500959692898272,0.8159406414552417,0.5769230769230769,0.6001583531274742
